Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2007.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,52563
2007.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,10752
2007.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,93885
2007.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,146273
2007.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,16426
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,16419
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1393
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,8451
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,5713
2007.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2007.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,862
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1075
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2007.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,58
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2007.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1017
2007.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,7
2007.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2007.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,7
2007.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,15352
2007.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,16426
2007.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,59256
2007.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,9927
2007.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,855
2007.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,387
2007.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,675
2007.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,6558
2007.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2007.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,50
2007.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1403
2007.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,4811
2007.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,94
2007.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,2962
2007.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2007.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2007.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2007.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1755
2007.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,49329
2007.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,27572
2007.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,21757
2007.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,54445
2007.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,59256
2007.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,22821
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,8904
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2902
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,218
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,5036
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,367
2007.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,58
2007.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,323
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1153
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,106
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,315
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2007.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2007.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,732
2007.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,13917
2007.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,6585
